,lons,lats,data_values,data_errors,data_types,data_refs,model_values,diffs,weight,product,,me pesado,me sin peso
240,-64.136,-26.259,78.38,7.84,2,15,49.5545422848287,-28.8254577151713,0.127551020408163,-3.67671654530247,,,
241,-62.652,-25.76,73.71,7.37,2,15,45.0871932885538,-28.6228067114462,0.135685210312076,-3.88369154836448,,,
242,-67.116,-34.024,74.73,7.47,2,15,54.387466897954,-20.342533102046,0.133868808567604,-2.72323066961794,,,
243,-67.16,-33.977,75.4,7.54,2,15,54.3078269682243,-21.0921730317757,0.13262599469496,-2.79737042861747,,,
244,-63.149,-28.354,65.05,6.5,2,15,39.4878513403229,-25.5621486596771,0.153846153846154,-3.93263825533494,,,
245,-68.593,-30.797,39.27,3.93,2,15,50.6308094145399,11.3608094145399,0.254452926208651,2.89079119962846,,,
246,-68.584,-30.442,44.55,4.45,2,15,50.0116313014631,5.46163130146314,0.224719101123595,1.22733287673329,,,
247,-63.752,-25.393,69.34,6.93,2,15,48.5479315205834,-20.7920684794166,0.144300144300144,-3.0002984818783,,,
248,-62.827,-32.85,58.48,5.85,2,15,45.3550801261314,-13.1249198738686,0.170940170940171,-2.24357604681514,,,
249,-60.072,-26.408,53.87,5.39,2,15,22.2394835950458,-31.6305164049542,0.185528756957328,-5.86837039052954,,,
250,-68.367,-29.972,43.78,4.38,2,15,49.2863644961142,5.50636449611419,0.228310502283105,1.25716084386169,,,
251,-69.347,-35.422,71.82,7.18,2,15,76.4396968603646,4.61969686036464,0.139275766016713,0.64341181899229,,,
252,-66.96,-33.286,71.67,7.17,2,15,48.5962140247628,-23.0737859752372,0.139470013947001,-3.21810125177645,,,
253,-62.863,-24.129,77.09,7.71,2,15,50.3040039750321,-26.7859960249679,0.12970168612192,-3.47418884889338,,,
254,-62.069,-32.509,51.05,5.11,2,15,42.7855971345285,-8.26440286547147,0.195694716242661,-1.61729997367348,,,
255,-66.978,-31.382,52.81,5.28,2,15,40.9108716701496,-11.8991283298504,0.189393939393939,-2.25362278974439,,,
256,-68.856,-32.282,47.91,4.79,2,15,60.0848471906328,12.1748471906328,0.208768267223382,2.54172175169788,,,
257,-62.956,-28.864,60.15,6.01,2,15,38.4648850349863,-21.6851149650137,0.166389351081531,-3.60817220715703,,,
258,-66.68,-34.056,70.41,7.04,2,15,51.9955029632293,-18.4144970367707,0.142045454545455,-2.61569560181402,,,
259,-69.894,-26.753,26.32,,2,16,52.243113076453,25.923113076453,#¡DIV/0!,#¡DIV/0!,,,
260,-69.895,-26.754,28.56,,2,16,52.2218327379166,23.6618327379166,#¡DIV/0!,#¡DIV/0!,,,
261,-69.895,-26.756,25.09,,2,16,52.2055292808688,27.1155292808688,#¡DIV/0!,#¡DIV/0!,,,
262,-69.894,-26.756,29.78,,2,16,52.2183939820007,22.4383939820007,#¡DIV/0!,#¡DIV/0!,,,
263,-70.617,-27.98,23.05,,2,16,42.933518710682,19.883518710682,#¡DIV/0!,#¡DIV/0!,,,
264,-70.91,-28.666,13.46,,2,16,41.189463232404,27.729463232404,#¡DIV/0!,#¡DIV/0!,,,
