703615.304424,5224992.490351,-26557.347638
712149.117862,5226359.156707,-25415.293932
714885.857674,5226797.437934,-25049.044556
722580.121731,5228029.652804,-24220.075696
729297.384442,5229105.403641,-23496.367545
731733.572957,5229495.552418,-23233.896124
733242.323835,5229737.174652,-23136.365744
740157.430598,5230844.609661,-22689.351594
744083.473816,5231473.354502,-22689.351594
753235.250314,5233099.607797,-22689.351594
754123.910103,5233257.520953,-22689.351594
755895.664591,5233572.358359,-22689.351594
761986.529250,5234654.693437,-22733.857218
780737.072194,5237986.629292,-22870.866438
791850.568752,5239961.476514,-23044.521763
792353.557764,5240050.856706,-23052.381281
808437.922400,5242909.017742,-24141.470340
820414.225678,5245037.184079,-24019.831147
826309.438662,5246084.752225,-23959.955497
827568.368942,5246308.461744,-23931.853251
842572.518460,5248974.670605,-23596.925810
849407.357929,5250189.208593,-23526.089980
860086.604396,5252086.890400,-23415.410967
875277.393219,5254786.264711,-23233.896124
891046.584724,5257588.420080,-23233.896124
899940.085660,5259168.778298,-23233.896124
922994.341637,5263265.475782,-23233.896124
941580.718550,5266568.239645,-23233.896124
967923.132005,5271249.236466,-23404.310667
969638.999080,5271554.142785,-23415.410967
983693.498202,5274051.600575,-23682.491201
989637.102477,5275107.767762,-23496.746142
991825.835078,5275496.701387,-23390.888027
718333.807666,5342708.185889,-30774.584413
725074.018259,5342539.083246,-27464.032660
728350.900158,5342456.870772,-25854.544801
729449.489796,5342429.308664,-25457.057554
730182.437346,5342410.920015,-25191.865444
739394.366984,5342179.805330,-21858.842421
752627.663790,5341847.800055,-16948.171431
753962.344499,5341814.314746,-16452.892142
763166.774215,5341583.388224,-13719.467213
769000.256772,5341437.034144,-11987.107128
793436.864216,5340823.953165,-9401.652647
803973.297691,5340559.608495,-8639.743082
808309.411736,5340450.821338,-8326.190420
812939.156696,5340334.667384,-7991.404748
835730.992485,5339762.851471,-6816.198165
848345.671433,5339446.366471,-6816.198165
853588.513310,5339314.830756,-6816.198165
864866.947515,5339031.870304,-6816.198165
764757.308346,5605047.467183,-40961.268791
774689.483455,5602327.798106,-33354.020352
779752.181517,5600941.509280,-30204.579924
781772.605337,5600388.268512,-29051.704455
794754.807890,5596833.428364,-25480.655746
808001.953354,5593206.040457,-22046.955064
818494.651298,5590332.886709,-21842.655387
836218.373190,5585479.704216,-21497.562955
859268.406296,5579168.049258,-20948.170846
869588.665212,5576342.113475,-20623.923243
876754.638307,5574379.897221,-20398.778737
884094.810647,5572369.981013,-20047.530401
885365.282858,5572022.095082,-19986.734655
887860.104933,5571338.952630,-19834.578061
890217.140945,5570693.539326,-19690.824896
894373.341773,5569555.471305,-19437.342546
897420.185229,5568721.172086,-19025.298464
705191.526916,5770087.915808,-30111.920138
730375.970213,5768289.652268,-29049.759322
763015.186418,5765959.090032,-27466.421458
795654.402624,5763628.527796,-25883.083594
824608.546032,5761561.093554,-24563.635374
836220.143334,5760731.982034,-23746.711830
839612.056707,5760489.786720,-23508.076799
845929.324359,5760038.710158,-22452.518223
861459.274006,5758929.813610,-18230.283919
870449.809286,5758287.855731,-16136.794941
881431.914015,5757503.692337,-13722.306951
882523.344611,5757425.760106,-13557.587259
890390.999452,5756863.980095,-12370.193676
897134.397093,5756382.476256,-11694.137039
903299.789221,5755942.244176,-11307.818961
915463.143466,5755073.735144,-11065.722109
917873.366151,5754901.636220,-11047.553996
921871.129516,5754616.180949,-11017.419096
922429.054519,5754576.343015,-11013.213491
932516.495524,5753856.061960,-10937.174967
936570.879102,5753566.563793,-10842.646919
949056.964814,5752675.010527,-10551.533538
